"plot","Species","Importance Value","time"
"4.2.5","QUKE",255.962569078908,"Pre-fire"
"4.2.6","QUKE",170.574386867892,"Pre-fire"
"4.3.1","QUKE",180,"Pre-fire"
"4.3.2","QUKE",115,"Pre-fire"
"4.3.3","QUKE",300,"Pre-fire"
"4.3.4","QUKE",200.714836222369,"Pre-fire"
"4.3.5","QUKE",108.333333333333,"Pre-fire"
"4.3.6","QUKE",234.681512700469,"Pre-fire"
"4.4.1","QUKE",154.22486902062,"Pre-fire"
"4.4.2","QUKE",122.222246725914,"Pre-fire"
"4.4.3","QUKE",204.209975483098,"Pre-fire"
"4.4.4","QUKE",137.037037037037,"Pre-fire"
"4.4.5","QUKE",114.460512555339,"Pre-fire"
"4.4.6","QUKE",150.012472556502,"Pre-fire"
"1.1.1","ABCO",187.338032098077,"Post-Storrie Fire"
"1.1.2","ABCO",110.706287485797,"Post-Storrie Fire"
"1.1.3","ABCO",209.854903293608,"Post-Storrie Fire"
"1.1.4","ABCO",162.871033559183,"Post-Storrie Fire"
"1.2.1","ABCO",152.117975225624,"Post-Storrie Fire"
"1.2.2","ABCO",182.28609712278,"Post-Storrie Fire"
"1.2.3","ABCO",158.373163089575,"Post-Storrie Fire"
"1.2.4","ABCO",112.135977761412,"Post-Storrie Fire"
"1.2.5","ABCO",204.001919133846,"Post-Storrie Fire"
"1.2.6","ABCO",123.527871893822,"Post-Storrie Fire"
"1.3.1","ABCO",186.761762493801,"Post-Storrie Fire"
"1.3.2","ABCO",133.687597672475,"Post-Storrie Fire"
"1.3.3","ABCO",167.225790223515,"Post-Storrie Fire"
"1.3.4","ABCO",127.634917753981,"Post-Storrie Fire"
"1.3.5","ABCO",131.193626187318,"Post-Storrie Fire"
"1.3.6","ABCO",147.780451316628,"Post-Storrie Fire"
"1.4.1","ABCO",242.166461776162,"Post-Storrie Fire"
"1.4.2","ABCO",165.02129157161,"Post-Storrie Fire"
"1.4.3","ABCO",251.725271859366,"Post-Storrie Fire"
"1.4.4","ABCO",200.931496577102,"Post-Storrie Fire"
"1.4.5","ABCO",159.213471124258,"Post-Storrie Fire"
"1.4.6","ABCO",140.682223624598,"Post-Storrie Fire"
"2.1.1","ABCO",119.101926389686,"Post-Storrie Fire"
"2.1.2","ABCO",0,"Post-Storrie Fire"
"2.1.3","ABCO",182.781591490791,"Post-Storrie Fire"
"2.1.4","ABCO",184.167692516676,"Post-Storrie Fire"
"2.1.5","ABCO",149.59059058664,"Post-Storrie Fire"
"2.1.6","ABCO",178.096865305995,"Post-Storrie Fire"
"2.2.1","ABCO",122.955420272858,"Post-Storrie Fire"
"2.2.2","ABCO",164.116579566153,"Post-Storrie Fire"
"2.2.3","ABCO",178.964362723889,"Post-Storrie Fire"
"2.2.4","ABCO",143.261639521663,"Post-Storrie Fire"
"2.2.5","ABCO",190.432560407202,"Post-Storrie Fire"
"2.2.6","ABCO",170.458667214187,"Post-Storrie Fire"
"2.3.1","ABCO",185.904216541223,"Post-Storrie Fire"
"2.3.2","ABCO",268.584950388957,"Post-Storrie Fire"
"2.3.3","ABCO",150.811175537479,"Post-Storrie Fire"
"2.3.4","ABCO",134.731124932861,"Post-Storrie Fire"
"2.3.5","ABCO",230.491982935061,"Post-Storrie Fire"
"2.3.6","ABCO",229.02483878642,"Post-Storrie Fire"
"2.4.1","ABCO",228.268509980604,"Post-Storrie Fire"
"2.4.2","ABCO",204.67400313588,"Post-Storrie Fire"
"2.4.3","ABCO",198.279995458417,"Post-Storrie Fire"
"2.4.4","ABCO",172.086856460069,"Post-Storrie Fire"
"2.4.5","ABCO",220.388995971538,"Post-Storrie Fire"
"2.4.6","ABCO",203.731453248556,"Post-Storrie Fire"
"3.1.1","ABCO",0,"Post-Storrie Fire"
"3.1.2","ABCO",143.026888318643,"Post-Storrie Fire"
"3.1.3","ABCO",0,"Post-Storrie Fire"
"3.1.4","ABCO",0,"Post-Storrie Fire"
"3.1.5","ABCO",146.895919898791,"Post-Storrie Fire"
"3.1.6","ABCO",201.386904410029,"Post-Storrie Fire"
"3.2.1","ABCO",187.845726950749,"Post-Storrie Fire"
"3.2.2","ABCO",168.935110750196,"Post-Storrie Fire"
"3.2.3","ABCO",0,"Post-Storrie Fire"
"3.2.4","ABCO",238.271007539287,"Post-Storrie Fire"
"3.2.5","ABCO",141.559572809461,"Post-Storrie Fire"
"3.2.6","ABCO",133.610255470004,"Post-Storrie Fire"
"3.3.2","ABCO",213.285210676515,"Post-Storrie Fire"
"3.3.3","ABCO",174.553529149276,"Post-Storrie Fire"
"3.3.4","ABCO",146.913448538408,"Post-Storrie Fire"
"3.3.5","ABCO",126.517117923473,"Post-Storrie Fire"
"3.3.6","ABCO",148.078140271081,"Post-Storrie Fire"
"3.4.1","ABCO",217.127573489,"Post-Storrie Fire"
"3.4.2","ABCO",0,"Post-Storrie Fire"
"3.4.3","ABCO",180.367655144839,"Post-Storrie Fire"
"3.4.4","ABCO",124.477119187117,"Post-Storrie Fire"
"3.4.5","ABCO",119.994465773571,"Post-Storrie Fire"
"3.4.6","ABCO",159.52840734245,"Post-Storrie Fire"
"4.1.1","ABCO",0,"Post-Storrie Fire"
"4.1.2","ABCO",0,"Post-Storrie Fire"
"4.1.3","ABCO",0,"Post-Storrie Fire"
"4.1.4","ABCO",0,"Post-Storrie Fire"
"4.1.5","ABCO",0,"Post-Storrie Fire"
"4.1.6","ABCO",0,"Post-Storrie Fire"
"4.2.1","ABCO",115.058933461898,"Post-Storrie Fire"
"4.2.2","ABCO",0,"Post-Storrie Fire"
"4.2.3","ABCO",0,"Post-Storrie Fire"
"4.2.4","ABCO",0,"Post-Storrie Fire"
"4.2.5","ABCO",0,"Post-Storrie Fire"
"4.2.6","ABCO",0,"Post-Storrie Fire"
"4.3.1","ABCO",0,"Post-Storrie Fire"
"4.3.2","ABCO",241.280386934218,"Post-Storrie Fire"
"4.3.3","ABCO",0,"Post-Storrie Fire"
"4.3.4","ABCO",0,"Post-Storrie Fire"
"4.3.5","ABCO",0,"Post-Storrie Fire"
"4.3.6","ABCO",125.859559458979,"Post-Storrie Fire"
"4.4.1","ABCO",0,"Post-Storrie Fire"
"4.4.2","ABCO",0,"Post-Storrie Fire"
"4.4.3","ABCO",0,"Post-Storrie Fire"
"4.4.4","ABCO",256.521739130435,"Post-Storrie Fire"
"4.4.5","ABCO",0,"Post-Storrie Fire"
"4.4.6","ABCO",143.278070752868,"Post-Storrie Fire"
"1.1.1","CADE",102.415235847543,"Post-Storrie Fire"
"1.1.2","CADE",101.50246783719,"Post-Storrie Fire"
"1.1.3","CADE",0,"Post-Storrie Fire"
"1.1.4","CADE",122.184999688334,"Post-Storrie Fire"
"1.2.1","CADE",127.162930490432,"Post-Storrie Fire"
"1.2.2","CADE",103.636462193148,"Post-Storrie Fire"
"1.2.3","CADE",0,"Post-Storrie Fire"
"1.2.4","CADE",0,"Post-Storrie Fire"
"1.2.5","CADE",104.563519094817,"Post-Storrie Fire"
"1.2.6","CADE",168.151307713009,"Post-Storrie Fire"
"1.3.1","CADE",138.294240280276,"Post-Storrie Fire"
"1.3.2","CADE",0,"Post-Storrie Fire"
"1.3.3","CADE",0,"Post-Storrie Fire"
"1.3.4","CADE",142.484683443175,"Post-Storrie Fire"
"1.3.5","CADE",0,"Post-Storrie Fire"
"1.3.6","CADE",144.984968271129,"Post-Storrie Fire"
"1.4.1","CADE",108.584318007408,"Post-Storrie Fire"
"1.4.2","CADE",0,"Post-Storrie Fire"
"1.4.3","CADE",0,"Post-Storrie Fire"
"1.4.4","CADE",101.245183583499,"Post-Storrie Fire"
"1.4.5","CADE",124.660784400763,"Post-Storrie Fire"
"1.4.6","CADE",146.887151545644,"Post-Storrie Fire"
"2.1.1","CADE",112.758681899549,"Post-Storrie Fire"
"2.1.2","CADE",202.083583704625,"Post-Storrie Fire"
"2.1.3","CADE",120.455588325708,"Post-Storrie Fire"
"2.1.4","CADE",104.971038515678,"Post-Storrie Fire"
"2.1.5","CADE",121.592675962812,"Post-Storrie Fire"
"2.1.6","CADE",0,"Post-Storrie Fire"
"2.2.1","CADE",0,"Post-Storrie Fire"
"2.2.2","CADE",0,"Post-Storrie Fire"
"2.2.3","CADE",140.67832662209,"Post-Storrie Fire"
"2.2.4","CADE",0,"Post-Storrie Fire"
"2.2.5","CADE",147.416591271446,"Post-Storrie Fire"
"2.2.6","CADE",0,"Post-Storrie Fire"
"2.3.1","CADE",0,"Post-Storrie Fire"
"2.3.2","CADE",0,"Post-Storrie Fire"
"2.3.3","CADE",136.856083705544,"Post-Storrie Fire"
"2.3.4","CADE",0,"Post-Storrie Fire"
"2.3.5","CADE",0,"Post-Storrie Fire"
"2.3.6","CADE",0,"Post-Storrie Fire"
"2.4.1","CADE",0,"Post-Storrie Fire"
"2.4.2","CADE",0,"Post-Storrie Fire"
"2.4.3","CADE",143.620053353311,"Post-Storrie Fire"
"2.4.4","CADE",0,"Post-Storrie Fire"
"2.4.5","CADE",0,"Post-Storrie Fire"
"2.4.6","CADE",142.130934871955,"Post-Storrie Fire"
"3.1.1","CADE",151.596442322797,"Post-Storrie Fire"
"3.1.2","CADE",0,"Post-Storrie Fire"
"3.1.3","CADE",0,"Post-Storrie Fire"
"3.1.4","CADE",0,"Post-Storrie Fire"
"3.1.5","CADE",0,"Post-Storrie Fire"
"3.1.6","CADE",0,"Post-Storrie Fire"
"3.2.1","CADE",134.577900744944,"Post-Storrie Fire"
"3.2.2","CADE",136.555573011883,"Post-Storrie Fire"
"3.2.3","CADE",0,"Post-Storrie Fire"
"3.2.4","CADE",107.856282009262,"Post-Storrie Fire"
"3.2.5","CADE",0,"Post-Storrie Fire"
"3.2.6","CADE",0,"Post-Storrie Fire"
"3.3.2","CADE",0,"Post-Storrie Fire"
"3.3.3","CADE",141.586299499705,"Post-Storrie Fire"
"3.3.4","CADE",135.410862595321,"Post-Storrie Fire"
"3.3.5","CADE",0,"Post-Storrie Fire"
"3.3.6","CADE",123.480579847165,"Post-Storrie Fire"
"3.4.1","CADE",0,"Post-Storrie Fire"
"3.4.2","CADE",0,"Post-Storrie Fire"
"3.4.3","CADE",122.406698877863,"Post-Storrie Fire"
"3.4.4","CADE",0,"Post-Storrie Fire"
"3.4.5","CADE",0,"Post-Storrie Fire"
"3.4.6","CADE",0,"Post-Storrie Fire"
"4.1.1","CADE",0,"Post-Storrie Fire"
"4.1.2","CADE",0,"Post-Storrie Fire"
"4.1.3","CADE",0,"Post-Storrie Fire"
"4.1.4","CADE",0,"Post-Storrie Fire"
"4.1.5","CADE",0,"Post-Storrie Fire"
"4.1.6","CADE",0,"Post-Storrie Fire"
"4.2.1","CADE",0,"Post-Storrie Fire"
"4.2.2","CADE",0,"Post-Storrie Fire"
"4.2.3","CADE",0,"Post-Storrie Fire"
"4.2.4","CADE",0,"Post-Storrie Fire"
"4.2.5","CADE",0,"Post-Storrie Fire"
"4.2.6","CADE",111.603511690602,"Post-Storrie Fire"
"4.3.1","CADE",0,"Post-Storrie Fire"
"4.3.2","CADE",0,"Post-Storrie Fire"
"4.3.3","CADE",0,"Post-Storrie Fire"
"4.3.4","CADE",0,"Post-Storrie Fire"
"4.3.5","CADE",0,"Post-Storrie Fire"
"4.3.6","CADE",0,"Post-Storrie Fire"
"4.4.1","CADE",0,"Post-Storrie Fire"
"4.4.2","CADE",0,"Post-Storrie Fire"
"4.4.3","CADE",0,"Post-Storrie Fire"
"4.4.4","CADE",0,"Post-Storrie Fire"
"4.4.5","CADE",0,"Post-Storrie Fire"
"4.4.6","CADE",0,"Post-Storrie Fire"
"1.1.1","PILA",0,"Post-Storrie Fire"
"1.1.2","PILA",0,"Post-Storrie Fire"
"1.1.3","PILA",0,"Post-Storrie Fire"
"1.1.4","PILA",0,"Post-Storrie Fire"
"1.2.1","PILA",104.339857371911,"Post-Storrie Fire"
"1.2.2","PILA",0,"Post-Storrie Fire"
"1.2.3","PILA",0,"Post-Storrie Fire"
"1.2.4","PILA",0,"Post-Storrie Fire"
"1.2.5","PILA",105.561585447107,"Post-Storrie Fire"
"1.2.6","PILA",0,"Post-Storrie Fire"
"1.3.1","PILA",0,"Post-Storrie Fire"
"1.3.2","PILA",0,"Post-Storrie Fire"
"1.3.3","PILA",111.147090792285,"Post-Storrie Fire"
"1.3.4","PILA",106.040521308662,"Post-Storrie Fire"
"1.3.5","PILA",107.962565822631,"Post-Storrie Fire"
"1.3.6","PILA",0,"Post-Storrie Fire"
"1.4.1","PILA",123.766941355807,"Post-Storrie Fire"
"1.4.2","PILA",0,"Post-Storrie Fire"
"1.4.3","PILA",108.250206078289,"Post-Storrie Fire"
"1.4.4","PILA",103.650052320306,"Post-Storrie Fire"
"1.4.5","PILA",117.905020618645,"Post-Storrie Fire"
"1.4.6","PILA",107.470517974487,"Post-Storrie Fire"
"2.1.1","PILA",139.01846482113,"Post-Storrie Fire"
"2.1.2","PILA",0,"Post-Storrie Fire"
"2.1.3","PILA",150.809469434825,"Post-Storrie Fire"
"2.1.4","PILA",0,"Post-Storrie Fire"
"2.1.5","PILA",147.795753049908,"Post-Storrie Fire"
"2.1.6","PILA",0,"Post-Storrie Fire"
"2.2.1","PILA",0,"Post-Storrie Fire"
"2.2.2","PILA",101.512852790197,"Post-Storrie Fire"
"2.2.3","PILA",138.436346712464,"Post-Storrie Fire"
"2.2.4","PILA",0,"Post-Storrie Fire"
"2.2.5","PILA",0,"Post-Storrie Fire"
"2.2.6","PILA",122.524190679999,"Post-Storrie Fire"
"2.3.1","PILA",0,"Post-Storrie Fire"
"2.3.2","PILA",0,"Post-Storrie Fire"
"2.3.3","PILA",0,"Post-Storrie Fire"
"2.3.4","PILA",167.973825103503,"Post-Storrie Fire"
"2.3.5","PILA",0,"Post-Storrie Fire"
"2.3.6","PILA",0,"Post-Storrie Fire"
"2.4.1","PILA",0,"Post-Storrie Fire"
"2.4.2","PILA",0,"Post-Storrie Fire"
"2.4.3","PILA",0,"Post-Storrie Fire"
"2.4.4","PILA",128.376687455154,"Post-Storrie Fire"
"2.4.5","PILA",118.360289502647,"Post-Storrie Fire"
"2.4.6","PILA",112.628822699721,"Post-Storrie Fire"
"3.1.1","PILA",0,"Post-Storrie Fire"
"3.1.2","PILA",0,"Post-Storrie Fire"
"3.1.3","PILA",0,"Post-Storrie Fire"
"3.1.4","PILA",0,"Post-Storrie Fire"
"3.1.5","PILA",0,"Post-Storrie Fire"
"3.1.6","PILA",0,"Post-Storrie Fire"
"3.2.1","PILA",111.721934578865,"Post-Storrie Fire"
"3.2.2","PILA",143.686009524354,"Post-Storrie Fire"
"3.2.3","PILA",0,"Post-Storrie Fire"
"3.2.4","PILA",0,"Post-Storrie Fire"
"3.2.5","PILA",0,"Post-Storrie Fire"
"3.2.6","PILA",146.66833571357,"Post-Storrie Fire"
"3.3.2","PILA",126.714789323485,"Post-Storrie Fire"
"3.3.3","PILA",0,"Post-Storrie Fire"
"3.3.4","PILA",0,"Post-Storrie Fire"
"3.3.5","PILA",0,"Post-Storrie Fire"
"3.3.6","PILA",129.133797202808,"Post-Storrie Fire"
"3.4.1","PILA",0,"Post-Storrie Fire"
"3.4.2","PILA",0,"Post-Storrie Fire"
"3.4.3","PILA",0,"Post-Storrie Fire"
"3.4.4","PILA",0,"Post-Storrie Fire"
"3.4.5","PILA",168.908040449716,"Post-Storrie Fire"
"3.4.6","PILA",0,"Post-Storrie Fire"
"4.1.1","PILA",0,"Post-Storrie Fire"
"4.1.2","PILA",0,"Post-Storrie Fire"
"4.1.3","PILA",0,"Post-Storrie Fire"
"4.1.4","PILA",0,"Post-Storrie Fire"
"4.1.5","PILA",0,"Post-Storrie Fire"
"4.1.6","PILA",0,"Post-Storrie Fire"
"4.2.1","PILA",117.209358004363,"Post-Storrie Fire"
"4.2.2","PILA",0,"Post-Storrie Fire"
"4.2.3","PILA",0,"Post-Storrie Fire"
"4.2.4","PILA",0,"Post-Storrie Fire"
"4.2.5","PILA",0,"Post-Storrie Fire"
"4.2.6","PILA",0,"Post-Storrie Fire"
"4.3.1","PILA",0,"Post-Storrie Fire"
"4.3.2","PILA",0,"Post-Storrie Fire"
"4.3.3","PILA",0,"Post-Storrie Fire"
"4.3.4","PILA",0,"Post-Storrie Fire"
"4.3.5","PILA",0,"Post-Storrie Fire"
"4.3.6","PILA",0,"Post-Storrie Fire"
"4.4.1","PILA",0,"Post-Storrie Fire"
"4.4.2","PILA",0,"Post-Storrie Fire"
"4.4.3","PILA",146.73688499464,"Post-Storrie Fire"
"4.4.4","PILA",0,"Post-Storrie Fire"
"4.4.5","PILA",0,"Post-Storrie Fire"
"4.4.6","PILA",0,"Post-Storrie Fire"
"1.1.1","PIPO",107.469442394049,"Post-Storrie Fire"
"1.1.2","PIPO",133.024787203622,"Post-Storrie Fire"
"1.1.3","PIPO",0,"Post-Storrie Fire"
"1.1.4","PIPO",119.443511079696,"Post-Storrie Fire"
"1.2.1","PIPO",106.060089406077,"Post-Storrie Fire"
"1.2.2","PIPO",0,"Post-Storrie Fire"
"1.2.3","PIPO",113.205165814015,"Post-Storrie Fire"
"1.2.4","PIPO",171.038365534359,"Post-Storrie Fire"
"1.2.5","PIPO",130.489123975363,"Post-Storrie Fire"
"1.2.6","PIPO",108.007155097925,"Post-Storrie Fire"
"1.3.1","PIPO",150.447228213897,"Post-Storrie Fire"
"1.3.2","PIPO",137.061936577936,"Post-Storrie Fire"
"1.3.3","PIPO",115.54192868419,"Post-Storrie Fire"
"1.3.4","PIPO",137.583704073221,"Post-Storrie Fire"
"1.3.5","PIPO",133.786760744513,"Post-Storrie Fire"
"1.3.6","PIPO",105.738607635194,"Post-Storrie Fire"
"1.4.1","PIPO",0,"Post-Storrie Fire"
"1.4.2","PIPO",161.285062234465,"Post-Storrie Fire"
"1.4.3","PIPO",107.704947792198,"Post-Storrie Fire"
"1.4.4","PIPO",106.192602057713,"Post-Storrie Fire"
"1.4.5","PIPO",161.37716045148,"Post-Storrie Fire"
"1.4.6","PIPO",106.281914503897,"Post-Storrie Fire"
"2.1.1","PIPO",0,"Post-Storrie Fire"
"2.1.2","PIPO",107.066133134718,"Post-Storrie Fire"
"2.1.3","PIPO",0,"Post-Storrie Fire"
"2.1.4","PIPO",0,"Post-Storrie Fire"
"2.1.5","PIPO",0,"Post-Storrie Fire"
"2.1.6","PIPO",0,"Post-Storrie Fire"
"2.2.1","PIPO",0,"Post-Storrie Fire"
"2.2.2","PIPO",0,"Post-Storrie Fire"
"2.2.3","PIPO",0,"Post-Storrie Fire"
"2.2.4","PIPO",0,"Post-Storrie Fire"
"2.2.5","PIPO",0,"Post-Storrie Fire"
"2.2.6","PIPO",181.273177633925,"Post-Storrie Fire"
"2.3.1","PIPO",108.207256216228,"Post-Storrie Fire"
"2.3.2","PIPO",0,"Post-Storrie Fire"
"2.3.3","PIPO",131.580568337555,"Post-Storrie Fire"
"2.3.4","PIPO",0,"Post-Storrie Fire"
"2.3.5","PIPO",0,"Post-Storrie Fire"
"2.3.6","PIPO",118.415170219838,"Post-Storrie Fire"
"2.4.1","PIPO",0,"Post-Storrie Fire"
"2.4.2","PIPO",0,"Post-Storrie Fire"
"2.4.3","PIPO",0,"Post-Storrie Fire"
"2.4.4","PIPO",0,"Post-Storrie Fire"
"2.4.5","PIPO",105.041931620866,"Post-Storrie Fire"
"2.4.6","PIPO",122.952270013839,"Post-Storrie Fire"
"3.1.1","PIPO",150.388100039434,"Post-Storrie Fire"
"3.1.2","PIPO",0,"Post-Storrie Fire"
"3.1.3","PIPO",112.381637841107,"Post-Storrie Fire"
"3.1.4","PIPO",0,"Post-Storrie Fire"
"3.1.5","PIPO",0,"Post-Storrie Fire"
"3.1.6","PIPO",0,"Post-Storrie Fire"
"3.2.1","PIPO",106.340142815637,"Post-Storrie Fire"
"3.2.2","PIPO",123.432730681967,"Post-Storrie Fire"
"3.2.3","PIPO",149.344047863396,"Post-Storrie Fire"
"3.2.4","PIPO",107.350720460673,"Post-Storrie Fire"
"3.2.5","PIPO",120.021794292038,"Post-Storrie Fire"
"3.2.6","PIPO",0,"Post-Storrie Fire"
"3.3.2","PIPO",0,"Post-Storrie Fire"
"3.3.3","PIPO",0,"Post-Storrie Fire"
"3.3.4","PIPO",118.746619281662,"Post-Storrie Fire"
"3.3.5","PIPO",192.689494294026,"Post-Storrie Fire"
"3.3.6","PIPO",0,"Post-Storrie Fire"
"3.4.1","PIPO",0,"Post-Storrie Fire"
"3.4.2","PIPO",0,"Post-Storrie Fire"
"3.4.3","PIPO",153.907646970205,"Post-Storrie Fire"
"3.4.4","PIPO",108.612652896217,"Post-Storrie Fire"
"3.4.5","PIPO",0,"Post-Storrie Fire"
"3.4.6","PIPO",0,"Post-Storrie Fire"
"4.1.1","PIPO",0,"Post-Storrie Fire"
"4.1.2","PIPO",0,"Post-Storrie Fire"
"4.1.3","PIPO",0,"Post-Storrie Fire"
"4.1.4","PIPO",0,"Post-Storrie Fire"
"4.1.5","PIPO",0,"Post-Storrie Fire"
"4.1.6","PIPO",0,"Post-Storrie Fire"
"4.2.1","PIPO",156.028866279703,"Post-Storrie Fire"
"4.2.2","PIPO",0,"Post-Storrie Fire"
"4.2.3","PIPO",217.647058823529,"Post-Storrie Fire"
"4.2.4","PIPO",0,"Post-Storrie Fire"
"4.2.5","PIPO",0,"Post-Storrie Fire"
"4.2.6","PIPO",125.969072268267,"Post-Storrie Fire"
"4.3.1","PIPO",0,"Post-Storrie Fire"
"4.3.2","PIPO",135.642689988859,"Post-Storrie Fire"
"4.3.3","PIPO",0,"Post-Storrie Fire"
"4.3.4","PIPO",0,"Post-Storrie Fire"
"4.3.5","PIPO",0,"Post-Storrie Fire"
"4.3.6","PIPO",0,"Post-Storrie Fire"
"4.4.1","PIPO",0,"Post-Storrie Fire"
"4.4.2","PIPO",0,"Post-Storrie Fire"
"4.4.3","PIPO",0,"Post-Storrie Fire"
"4.4.4","PIPO",0,"Post-Storrie Fire"
"4.4.5","PIPO",0,"Post-Storrie Fire"
"4.4.6","PIPO",145.577514305649,"Post-Storrie Fire"
"1.1.1","PSME",192.570855479657,"Post-Storrie Fire"
"1.1.2","PSME",196.174841685142,"Post-Storrie Fire"
"1.1.3","PSME",0,"Post-Storrie Fire"
"1.1.4","PSME",0,"Post-Storrie Fire"
"1.2.1","PSME",179.481765607273,"Post-Storrie Fire"
"1.2.2","PSME",152.839938038727,"Post-Storrie Fire"
"1.2.3","PSME",121.604961687099,"Post-Storrie Fire"
"1.2.4","PSME",0,"Post-Storrie Fire"
"1.2.5","PSME",140.117092567873,"Post-Storrie Fire"
"1.2.6","PSME",149.892795052851,"Post-Storrie Fire"
"1.3.1","PSME",0,"Post-Storrie Fire"
"1.3.2","PSME",170.469621962718,"Post-Storrie Fire"
"1.3.3","PSME",130.2453663165,"Post-Storrie Fire"
"1.3.4","PSME",117.804264089731,"Post-Storrie Fire"
"1.3.5","PSME",161.855399724641,"Post-Storrie Fire"
"1.3.6","PSME",0,"Post-Storrie Fire"
"1.4.1","PSME",0,"Post-Storrie Fire"
"1.4.2","PSME",153.995129935778,"Post-Storrie Fire"
"1.4.3","PSME",0,"Post-Storrie Fire"
"1.4.4","PSME",165.298815971092,"Post-Storrie Fire"
"1.4.5","PSME",0,"Post-Storrie Fire"
"1.4.6","PSME",169.89538506509,"Post-Storrie Fire"
"2.1.1","PSME",137.016173449495,"Post-Storrie Fire"
"2.1.2","PSME",125.812152765086,"Post-Storrie Fire"
"2.1.3","PSME",0,"Post-Storrie Fire"
"2.1.4","PSME",109.243839574973,"Post-Storrie Fire"
"2.1.5","PSME",149.004539608309,"Post-Storrie Fire"
"2.1.6","PSME",178.91257662,"Post-Storrie Fire"
"2.2.1","PSME",185.738033706133,"Post-Storrie Fire"
"2.2.2","PSME",0,"Post-Storrie Fire"
"2.2.3","PSME",0,"Post-Storrie Fire"
"2.2.4","PSME",127.015685184895,"Post-Storrie Fire"
"2.2.5","PSME",150.356776423831,"Post-Storrie Fire"
"2.2.6","PSME",0,"Post-Storrie Fire"
"2.3.1","PSME",176.488873522671,"Post-Storrie Fire"
"2.3.2","PSME",0,"Post-Storrie Fire"
"2.3.3","PSME",110.951003316554,"Post-Storrie Fire"
"2.3.4","PSME",147.295049963636,"Post-Storrie Fire"
"2.3.5","PSME",0,"Post-Storrie Fire"
"2.3.6","PSME",0,"Post-Storrie Fire"
"2.4.1","PSME",0,"Post-Storrie Fire"
"2.4.2","PSME",0,"Post-Storrie Fire"
"2.4.3","PSME",0,"Post-Storrie Fire"
"2.4.4","PSME",0,"Post-Storrie Fire"
"2.4.5","PSME",0,"Post-Storrie Fire"
"2.4.6","PSME",0,"Post-Storrie Fire"
"3.1.1","PSME",172.095405187919,"Post-Storrie Fire"
"3.1.2","PSME",0,"Post-Storrie Fire"
"3.1.3","PSME",0,"Post-Storrie Fire"
"3.1.4","PSME",190.747206703911,"Post-Storrie Fire"
"3.1.5","PSME",0,"Post-Storrie Fire"
"3.1.6","PSME",0,"Post-Storrie Fire"
"3.2.1","PSME",0,"Post-Storrie Fire"
"3.2.2","PSME",0,"Post-Storrie Fire"
"3.2.3","PSME",0,"Post-Storrie Fire"
"3.2.4","PSME",0,"Post-Storrie Fire"
"3.2.5","PSME",0,"Post-Storrie Fire"
"3.2.6","PSME",0,"Post-Storrie Fire"
"3.3.2","PSME",0,"Post-Storrie Fire"
"3.3.3","PSME",155.28874277959,"Post-Storrie Fire"
"3.3.4","PSME",0,"Post-Storrie Fire"
"3.3.5","PSME",0,"Post-Storrie Fire"
"3.3.6","PSME",142.423019447485,"Post-Storrie Fire"
"3.4.1","PSME",0,"Post-Storrie Fire"
"3.4.2","PSME",0,"Post-Storrie Fire"
"3.4.3","PSME",0,"Post-Storrie Fire"
"3.4.4","PSME",194.02478434098,"Post-Storrie Fire"
"3.4.5","PSME",0,"Post-Storrie Fire"
"3.4.6","PSME",195.162619930271,"Post-Storrie Fire"
"4.1.1","PSME",0,"Post-Storrie Fire"
"4.1.2","PSME",0,"Post-Storrie Fire"
"4.1.3","PSME",0,"Post-Storrie Fire"
"4.1.4","PSME",0,"Post-Storrie Fire"
"4.1.5","PSME",0,"Post-Storrie Fire"
"4.1.6","PSME",0,"Post-Storrie Fire"
"4.2.1","PSME",124.797175453748,"Post-Storrie Fire"
"4.2.2","PSME",0,"Post-Storrie Fire"
"4.2.3","PSME",0,"Post-Storrie Fire"
"4.2.4","PSME",0,"Post-Storrie Fire"
"4.2.5","PSME",0,"Post-Storrie Fire"
"4.2.6","PSME",0,"Post-Storrie Fire"
"4.3.1","PSME",0,"Post-Storrie Fire"
"4.3.2","PSME",0,"Post-Storrie Fire"
"4.3.3","PSME",0,"Post-Storrie Fire"
"4.3.4","PSME",0,"Post-Storrie Fire"
"4.3.5","PSME",0,"Post-Storrie Fire"
"4.3.6","PSME",0,"Post-Storrie Fire"
"4.4.1","PSME",0,"Post-Storrie Fire"
"4.4.2","PSME",0,"Post-Storrie Fire"
"4.4.3","PSME",0,"Post-Storrie Fire"
"4.4.4","PSME",0,"Post-Storrie Fire"
"4.4.5","PSME",0,"Post-Storrie Fire"
"4.4.6","PSME",0,"Post-Storrie Fire"
"1.1.1","QUKE",110.206434180675,"Post-Storrie Fire"
"1.1.2","QUKE",158.591615788249,"Post-Storrie Fire"
"1.1.3","QUKE",190.145096706392,"Post-Storrie Fire"
"1.1.4","QUKE",195.500455672786,"Post-Storrie Fire"
"1.2.1","QUKE",130.837381898683,"Post-Storrie Fire"
"1.2.2","QUKE",161.237502645345,"Post-Storrie Fire"
"1.2.3","QUKE",206.81670940931,"Post-Storrie Fire"
"1.2.4","QUKE",216.825656704229,"Post-Storrie Fire"
"1.2.5","QUKE",115.266759780994,"Post-Storrie Fire"
