"plot","Species","Importance Value","time"
"3.1.4","PSME",190.747206703911,"Post-Chips Fire"
"3.1.5","PSME",0,"Post-Chips Fire"
"3.1.6","PSME",0,"Post-Chips Fire"
"3.2.1","PSME",0,"Post-Chips Fire"
"3.2.2","PSME",0,"Post-Chips Fire"
"3.2.3","PSME",0,"Post-Chips Fire"
"3.2.4","PSME",0,"Post-Chips Fire"
"3.2.5","PSME",0,"Post-Chips Fire"
"3.2.6","PSME",0,"Post-Chips Fire"
"3.3.2","PSME",0,"Post-Chips Fire"
"3.3.3","PSME",0,"Post-Chips Fire"
"3.3.4","PSME",0,"Post-Chips Fire"
"3.3.5","PSME",0,"Post-Chips Fire"
"3.3.6","PSME",0,"Post-Chips Fire"
"3.4.1","PSME",0,"Post-Chips Fire"
"3.4.2","PSME",0,"Post-Chips Fire"
"3.4.3","PSME",0,"Post-Chips Fire"
"3.4.4","PSME",0,"Post-Chips Fire"
"3.4.5","PSME",0,"Post-Chips Fire"
"3.4.6","PSME",0,"Post-Chips Fire"
"4.1.1","PSME",0,"Post-Chips Fire"
"4.1.2","PSME",0,"Post-Chips Fire"
"4.1.3","PSME",107.79959680162,"Post-Chips Fire"
"4.1.4","PSME",125.834266517357,"Post-Chips Fire"
"4.1.5","PSME",0,"Post-Chips Fire"
"4.1.6","PSME",0,"Post-Chips Fire"
"4.2.1","PSME",136.493759582622,"Post-Chips Fire"
"4.2.2","PSME",0,"Post-Chips Fire"
"4.2.3","PSME",0,"Post-Chips Fire"
"4.2.4","PSME",0,"Post-Chips Fire"
"4.2.5","PSME",0,"Post-Chips Fire"
"4.2.6","PSME",0,"Post-Chips Fire"
"4.3.1","PSME",0,"Post-Chips Fire"
"4.3.2","PSME",0,"Post-Chips Fire"
"4.3.3","PSME",0,"Post-Chips Fire"
"4.3.4","PSME",0,"Post-Chips Fire"
"4.3.5","PSME",0,"Post-Chips Fire"
"4.3.6","PSME",0,"Post-Chips Fire"
"4.4.1","PSME",0,"Post-Chips Fire"
"4.4.2","PSME",0,"Post-Chips Fire"
"4.4.3","PSME",0,"Post-Chips Fire"
"4.4.4","PSME",0,"Post-Chips Fire"
"4.4.5","PSME",0,"Post-Chips Fire"
"4.4.6","PSME",0,"Post-Chips Fire"
"1.1.1","QUKE",110.206434180675,"Post-Chips Fire"
"1.1.2","QUKE",158.591615788249,"Post-Chips Fire"
"1.1.3","QUKE",190.145096706392,"Post-Chips Fire"
"1.1.4","QUKE",195.500455672786,"Post-Chips Fire"
"1.2.1","QUKE",137.680651206354,"Post-Chips Fire"
"1.2.2","QUKE",159.653304684711,"Post-Chips Fire"
"1.2.3","QUKE",192.274302157958,"Post-Chips Fire"
"1.2.4","QUKE",216.825656704229,"Post-Chips Fire"
"1.2.5","QUKE",126.413836047495,"Post-Chips Fire"
"1.2.6","QUKE",165.264798572352,"Post-Chips Fire"
"1.3.1","QUKE",173.406463363272,"Post-Chips Fire"
"1.3.2","QUKE",173.860050991953,"Post-Chips Fire"
"1.3.3","QUKE",172.085540447344,"Post-Chips Fire"
"1.3.4","QUKE",233.511181942259,"Post-Chips Fire"
"1.3.5","QUKE",187.813495182207,"Post-Chips Fire"
"1.3.6","QUKE",247.434814574389,"Post-Chips Fire"
"1.4.1","QUKE",300,"Post-Chips Fire"
"1.4.2","QUKE",300,"Post-Chips Fire"
"1.4.3","QUKE",300,"Post-Chips Fire"
"1.4.4","QUKE",300,"Post-Chips Fire"
"1.4.5","QUKE",300,"Post-Chips Fire"
"1.4.6","QUKE",300,"Post-Chips Fire"
"2.1.1","QUKE",192.104753440139,"Post-Chips Fire"
"2.1.2","QUKE",175.416018128888,"Post-Chips Fire"
"2.1.3","QUKE",143.928329415132,"Post-Chips Fire"
"2.1.4","QUKE",214.035425403192,"Post-Chips Fire"
"2.1.5","QUKE",132.016440792332,"Post-Chips Fire"
"2.1.6","QUKE",142.990558074006,"Post-Chips Fire"
"2.2.1","QUKE",204.469612304021,"Post-Chips Fire"
"2.2.2","QUKE",238.050813613165,"Post-Chips Fire"
"2.2.3","QUKE",137.794811883944,"Post-Chips Fire"
"2.2.4","QUKE",229.722675293442,"Post-Chips Fire"
"2.2.5","QUKE",125.997880137273,"Post-Chips Fire"
"2.2.6","QUKE",146.735207212698,"Post-Chips Fire"
"2.3.1","QUKE",145.957285220777,"Post-Chips Fire"
"2.3.2","QUKE",133.769588234807,"Post-Chips Fire"
"2.3.3","QUKE",172.920514514309,"Post-Chips Fire"
"2.3.4","QUKE",167.156341313132,"Post-Chips Fire"
"2.3.5","QUKE",199.163207978543,"Post-Chips Fire"
"2.3.6","QUKE",209.134298561848,"Post-Chips Fire"
"2.4.1","QUKE",300,"Post-Chips Fire"
"2.4.2","QUKE",300,"Post-Chips Fire"
"2.4.3","QUKE",300,"Post-Chips Fire"
"2.4.4","QUKE",300,"Post-Chips Fire"
"2.4.5","QUKE",300,"Post-Chips Fire"
"2.4.6","QUKE",300,"Post-Chips Fire"
"3.1.1","QUKE",129.535898647247,"Post-Chips Fire"
"3.1.2","QUKE",246.238773004639,"Post-Chips Fire"
"3.1.3","QUKE",287.618362158893,"Post-Chips Fire"
"3.1.4","QUKE",209.252793296089,"Post-Chips Fire"
"3.1.5","QUKE",246.302050904262,"Post-Chips Fire"
"3.1.6","QUKE",198.613095589971,"Post-Chips Fire"
"3.2.1","QUKE",159.514294909805,"Post-Chips Fire"
"3.2.2","QUKE",144.684944354174,"Post-Chips Fire"
"3.2.3","QUKE",249.861353867801,"Post-Chips Fire"
"3.2.4","QUKE",153.570169367169,"Post-Chips Fire"
"3.2.5","QUKE",254.892227120677,"Post-Chips Fire"
"3.2.6","QUKE",215.894122562321,"Post-Chips Fire"
"3.3.2","QUKE",196.857128948582,"Post-Chips Fire"
"3.3.3","QUKE",300,"Post-Chips Fire"
"3.3.4","QUKE",206.445160712664,"Post-Chips Fire"
"3.3.5","QUKE",201.664729170126,"Post-Chips Fire"
"3.3.6","QUKE",175.417353998691,"Post-Chips Fire"
"3.4.1","QUKE",300,"Post-Chips Fire"
"3.4.2","QUKE",300,"Post-Chips Fire"
"3.4.3","QUKE",300,"Post-Chips Fire"
"3.4.4","QUKE",300,"Post-Chips Fire"
"3.4.5","QUKE",300,"Post-Chips Fire"
"3.4.6","QUKE",300,"Post-Chips Fire"
"4.1.1","QUKE",300,"Post-Chips Fire"
"4.1.2","QUKE",293.257427560316,"Post-Chips Fire"
"4.1.3","QUKE",288.173226502584,"Post-Chips Fire"
"4.1.4","QUKE",267.144456886898,"Post-Chips Fire"
"4.1.5","QUKE",300,"Post-Chips Fire"
"4.1.6","QUKE",300,"Post-Chips Fire"
"4.2.1","QUKE",188.131981242419,"Post-Chips Fire"
"4.2.2","QUKE",300,"Post-Chips Fire"
"4.2.3","QUKE",256.943833541041,"Post-Chips Fire"
"4.2.4","QUKE",300,"Post-Chips Fire"
"4.2.5","QUKE",300,"Post-Chips Fire"
"4.2.6","QUKE",176.094381032976,"Post-Chips Fire"
"4.3.1","QUKE",300,"Post-Chips Fire"
"4.3.2","QUKE",300,"Post-Chips Fire"
"4.3.3","QUKE",300,"Post-Chips Fire"
"4.3.4","QUKE",300,"Post-Chips Fire"
"4.3.5","QUKE",300,"Post-Chips Fire"
"4.3.6","QUKE",241.086948681885,"Post-Chips Fire"
"4.4.1","QUKE",300,"Post-Chips Fire"
"4.4.2","QUKE",300,"Post-Chips Fire"
"4.4.3","QUKE",300,"Post-Chips Fire"
"4.4.4","QUKE",300,"Post-Chips Fire"
"4.4.5","QUKE",300,"Post-Chips Fire"
"4.4.6","QUKE",300,"Post-Chips Fire"
