Storrie Severity,Chips Severity,plot num,plot,Spp,dist,azim,dbh,snag_stump  diam,per live crown,snag class,fire hist,live emer ht
1,1,1,1.1.1,ABCO,6,351,4.5,0,70,,SSSC,1.4
1,1,1,1.1.1,ABCO,4.5,351,4.2,0,35, ,SSSC,1.5
1,1,1,1.1.1,ABCO,6.7,16,8.5,0,45,,SSSC,1.5
1,1,1,1.1.1,ABCO,6.7,18,6.7,0,60,,SSSC,1.5
1,1,1,1.1.1,ABCO,9.3,234,20.5,0,35,,SSSC,1.6
1,1,1,1.1.1,ABCO,10.1,328,5.8,0,80,,SSSC,1.6
1,1,1,1.1.1,ABCO,4.1,210,11.8,0,35,,SSSC,1.7
1,1,1,1.1.1,ABCO,4.8,213,7,0,55,,SSSC,1.7
1,1,1,1.1.1,ABCO,6.7,189,14.3,0,45,,SSSC,1.7
1,1,1,1.1.1,ABCO,11.7,221,25,0,35,,SSSC,1.7
1,1,1,1.1.1,ABCO,4.3,153,2.4,0,80,,SSSC,1.8
1,1,1,1.1.1,ABCO,5.6,13,6.8,0,30,,SSSC,1.8
1,1,1,1.1.1,ABCO,5.6,207,29,0,45,,SSSC,1.8
1,1,1,1.1.1,ABCO,6.7,78,7.7,0,75,,SSSC,1.8
1,1,1,1.1.1,ABCO,6.8,82,5.3,0,75,,SSSC,1.8
1,1,1,1.1.1,ABCO,9.6,268,12.9,0,40,,SSSC,1.8
1,1,1,1.1.1,ABCO,11.1,275,4.3,0,45,,SSSC,1.8
1,1,1,1.1.1,ABCO,6,0,3.8,0,45,,SSSC,1.9
1,1,1,1.1.1,ABCO,9,188,13.5,0,45,,SSSC,1.9
1,1,1,1.1.1,ABCO,9.7,256,5.3,0,40,,SSSC,1.9
1,1,1,1.1.1,ABCO,10.3,234,5.1,0,70,,SSSC,1.9
1,1,1,1.1.1,ABCO,3.4,10,5.8,0,65,,SSSC,2
1,1,1,1.1.1,ABCO,5.1,252,3.3,0,15,,SSSC,2
1,1,1,1.1.1,ABCO,8.2,270,5.5,0,15,,SSSC,2
1,1,1,1.1.1,ABCO,8.8,275,5.5,0,15,,SSSC,2
1,1,1,1.1.1,ABCO,9.5,273,3.4,0,5,,SSSC,2
1,1,1,1.1.1,ABCO,6.3,74,6.1,0,55,,SSSC,2.1
1,1,1,1.1.1,ABCO,10,104,10.9,0,80,,SSSC,2.1
1,1,1,1.1.1,ABCO,8.3,283,22.8,0,65,,SSSC,2.2
1,1,1,1.1.1,ABCO,9.7,188,5,0,40,,SSSC,2.2
1,1,1,1.1.1,ABCO,4.4,2,5.5,0,30,,SSSC,2.3
1,1,1,1.1.1,ABCO,5.2,239,16.5,0,30,,SSSC,2.4
1,1,1,1.1.1,ABCO,6.1,33,4.1,0,70,,SSSC,2.5
1,1,1,1.1.1,ABCO,6.2,75,2.8,0,55,,SSSC,2.6
1,1,1,1.1.1,ABCO,11.4,311,8.2,0,85,,SSSC,2.6
1,1,1,1.1.1,ABCO,6.5,321,3.6,0,85,,SSSC,2.7
1,1,1,1.1.1,ABCO,8.6,281,7.4,0,40,,SSSC,3.4
1,1,1,1.1.1,CADE,3.3,237,11.6,0,25,,SSSC,2.4
1,1,1,1.1.1,PIMO,9.8,15,,29,,3,U,
1,1,1,1.1.1,PIPO,5.2,118,42.1,0,35,,SSSC,2.4
1,1,1,1.1.1,PSME,6.3,202,86.3,0,70,,SSSC,2.1
1,1,1,1.1.1,PSME,7,297,3.2,0,55,,SSSC,2.1
1,1,1,1.1.1,PSME,5.9,78,29.2,0,60,,SSSC,2.4
1,1,1,1.1.1,PSME,10,261,82.4,0,55,,SSSC,2.4
1,1,1,1.1.1,PSME,4.6,26,23.7,0,65,,SSSC,2.5
1,1,1,1.1.1,PSME,4.8,351,66.2,0,75,,SSSC,2.5
1,1,1,1.1.1,PSME,6.1,5,73.6,0,40,,SSSC,2.7
1,1,1,1.1.1,QUKE,5.6,82,13.9,0,45,,SSSC,2
1,1,1,1.1.1,QUKE,5.5,89,14.8,0,50,,SSSC,2.4
1,1,1,1.1.1,QUKE,5.2,85,17.4,0,50,,SSSC,2.6
1,1,2,1.1.2,ABCO,10.7,245,8.8,0,75,,SSSC,2.2
1,1,2,1.1.2,ABCO,10.7,34,6.6,0,75,,SSSC,2.4
1,1,2,1.1.2,ABCO,2.7,102,2.8,0,75,,SSSC,2.6
1,1,2,1.1.2,ABCO,11.2,249,7.6,0,25,,SSSC,2.6
1,1,2,1.1.2,ABCO,11.4,260,5.8,0,40,,SSSC,2.7
1,1,2,1.1.2,ABCO,11.1,254,6.5,0,60,,SSSC,2.8
1,1,2,1.1.2,ABCO,10.8,275,8.4,0,65,,SSSC,3.3
1,1,2,1.1.2,CADE,10.3,239,6.2,0,75,,SSSC,3.2
1,1,2,1.1.2,PIPO,5.6,2,45.3,0,50,,SSSC,1.8
1,1,2,1.1.2,PIPO,8.1,143,30.2,0,30,,SSSC,1.9
1,1,2,1.1.2,PIPO,11.4,143,20,0,5,,SSSC,2.1
1,1,2,1.1.2,PIPO,6.3,120,12,0,15,,SSSC,2.5
1,1,2,1.1.2,PIPO,7.2,342,37,0,30,,SSSC,2.9
1,1,2,1.1.2,PIPO,3.3,75,18.9,0,5,,SSSC,3.1
1,1,2,1.1.2,PIPO,11.1,11.2,51.5,0,20,,SSSC,3.4
1,1,2,1.1.2,PSME,8.7,326,5.5,0,65,,SSSC,0.4
1,1,2,1.1.2,PSME,5.9,21,5.8,0,45,,SSSC,0.5
1,1,2,1.1.2,PSME,5.9,26,5.5,0,55,,SSSC,0.5
1,1,2,1.1.2,PSME,6.8,34,4.4,0,60,,SSSC,0.5
1,1,2,1.1.2,PSME,10.8,356,19.5,0,60,,SSSC,0.6
1,1,2,1.1.2,PSME,6.4,32,5.4,0,55,,SSSC,0.7
1,1,2,1.1.2,PSME,8.6,75,4.5,0,40,,SSSC,1.6
1,1,2,1.1.2,PSME,6.8,69,15.4,0,60,,SSSC,1.7
1,1,2,1.1.2,PSME,1,83,44,0,60,,SSSC,1.9
1,1,2,1.1.2,PSME,4.1,275,11.5,0,35, ,SSSC,1.9
1,1,2,1.1.2,PSME,3.3,54,7.5,0,70,,SSSC,2.2
1,1,2,1.1.2,PSME,8.2,38,9.5,0,45,,SSSC,2.2
1,1,2,1.1.2,PSME,10.3,46,4,0,60,,SSSC,2.2
1,1,2,1.1.2,PSME,10.3,43,3,0,35,,SSSC,2.2
1,1,2,1.1.2,PSME,5.9,38,2.6,0,60,,SSSC,2.3
1,1,2,1.1.2,PSME,5.6,61,6.2,0,50,,SSSC,2.4
1,1,2,1.1.2,PSME,10.8,40,5.1,0,50,,SSSC,2.4
1,1,2,1.1.2,PSME,7,54,6.5,0,45,,SSSC,2.5
1,1,2,1.1.2,PSME,5.4,77,4.5,0,60,,SSSC,
1,1,2,1.1.2,PSME,7.2,205,46.3,0,30,,SSSC,
1,1,2,1.1.2,PSME,7.7,195,35.9,0,50,,SSSC,
1,1,2,1.1.2,PSME,8,97,2.8,0,60,,SSSC,
1,1,2,1.1.2,PSME,8.4,115,67.4,0,60,,SSSC,
1,1,2,1.1.2,PSME,8.6,118,46.8,0,55,,SSSC,
1,1,2,1.1.2,PSME,10.4,77,5.5,0,35,,SSSC,
1,1,2,1.1.2,PSME,10.5,164,74,0,40,,SSSC,
1,1,2,1.1.2,PSME,10.7,80,6.2,0,50,,SSSC,
1,1,2,1.1.2,PSME,11.3,91,5,0,50,,SSSC,
1,1,2,1.1.2,PSME,11.6,85,4.6,0,50,,SSSC,
1,1,2,1.1.2,QUKE,2,116,19.8,0,15,,SSSC,
1,1,2,1.1.2,QUKE,2.3,124,8.5,0,1,,SSSC,
1,1,2,1.1.2,QUKE,2.6,277,13.3,0,25,,SSSC,
1,1,2,1.1.2,QUKE,3,260,15.1,0,55,,SSSC,
1,1,2,1.1.2,QUKE,3.4,277,7.2,0,1,,SSSC,
1,1,2,1.1.2,QUKE,3.7,26,27,0,25,,SSSC,
1,1,2,1.1.2,QUKE,4.4,300,15.8,0,25,,SSSC,
1,1,2,1.1.2,QUKE,4.4,297,10.3,0,2,,SSSC,
1,1,2,1.1.2,QUKE,4.5,186,21,0,25,,SSSC,
1,1,2,1.1.2,QUKE,4.7,146,5,0,5,,SSSC,
1,1,2,1.1.2,QUKE,5.4,299,13.2,0,30,,SSSC,
1,1,2,1.1.2,QUKE,5.7,145,2.9,0,30,,SSSC,
1,1,2,1.1.2,QUKE,5.9,75,21.2,0,25,,SSSC,
1,1,2,1.1.2,QUKE,7,99,10.1,0,10,,SSSC,
1,1,2,1.1.2,QUKE,7.6,46,11.5,0,10,,SSSC,
1,1,2,1.1.2,QUKE,8.4,285,4.6,0,10,,SSSC,
1,1,2,1.1.2,QUKE,8.5,199,11.2,0,15,,SSSC,
1,1,2,1.1.2,QUKE,8.6,201,8.4,0,5,,SSSC,
1,1,2,1.1.2,QUKE,9.1,322,15.4,0,20,,SSSC,
1,1,2,1.1.2,QUKE,9.5,302,23.8,0,30,,SSSC,
1,1,2,1.1.2,QUKE,10,320,18,0,30,,SSSC,
1,1,2,1.1.2,QUKE,10.3,174,13,0,10,,SSSC,
1,1,2,1.1.2,QUKE,10.4,19,10.2,0,15,,SSSC,
1,1,2,1.1.2,QUKE,10.5,302,14,0,15,,SSSC,
1,1,2,1.1.2,QUKE,10.5,33,19.2,0,30,,SSSC,
1,1,2,1.1.2,QUKE,10.6,347,7.1,0,30,,SSSC,
1,1,2,1.1.2,QUKE,10.9,348,17.7,0,25,,SSSC,
1,1,2,1.1.2,QUKE,11.6,350,28,0,35,,SSSC,
1,1,2,1.1.2,QUKE,3.5,35,,0,,,U,
1,1,2,1.1.2,QUKE,9,306,,4.7,,7,U,
1,1,2,1.1.2,QUKE,9.8,317,,5.2,,7,U,
1,1,2,1.1.2,QUKE,,,,7.5,,STUMP,U,
1,1,2,1.1.2,QUKE,9.3,318,,7.7,,4,U,
1,1,2,1.1.2,QUKE,2.8,186,,8,,4BT,U,
1,1,2,1.1.2,QUKE,8.8,316,,8.9,,4,U,
1,1,2,1.1.2,QUKE,6.2,306,,9,,4,U,1.1
1,1,2,1.1.2,QUKE,11.1,172,,9,,5,U,
1,1,2,1.1.2,QUKE,5.1,300,,10.6,,5,U,
1,1,2,1.1.2,QUKE,,,,11.3,,STUMP,U,
1,1,2,1.1.2,QUKE,10.3,38,,11.5,,4,U,
1,1,2,1.1.2,QUKE,10.5,316,,11.9,,5,U,
1,1,2,1.1.2,QUKE,10.2,34,,12,,4,U,
1,1,2,1.1.2,QUKE,8,293,,15,,4,U,
1,1,2,1.1.2,QUKE,7.6,165,,25,,5,U,
1,1,2,1.1.2,QUKE,,,,26,,STUMP,U,
1,1,3,1.1.3,ABCO,3,215,2.5,0,25,,SSSC,
1,1,3,1.1.3,ABCO,3.2,292,5.9,0,65,,SSSC,
1,1,3,1.1.3,ABCO,3.7,100,29.9,0,55,,SSSC,
1,1,3,1.1.3,ABCO,3.7,345,23,0,45,,SSSC,
1,1,3,1.1.3,ABCO,4.1,225,13.2,0,30,,SSSC,
1,1,3,1.1.3,ABCO,4.4,17,18.3,0,30,,SSSC,
1,1,3,1.1.3,ABCO,4.6,335,14.1,0,45,,SSSC,
1,1,3,1.1.3,ABCO,4.8,113,6.1,0,30,,SSSC,
1,1,3,1.1.3,ABCO,4.9,286,7,0,40,,SSSC,
1,1,3,1.1.3,ABCO,5.1,173,17.2,0,30,,SSSC,
1,1,3,1.1.3,ABCO,5.2,269,29.6,0,55,,SSSC,
1,1,3,1.1.3,ABCO,5.3,195,13.1,0,30,,SSSC,
1,1,3,1.1.3,ABCO,5.5,294,50.2,0,35,,SSSC,
1,1,3,1.1.3,ABCO,5.6,97,8.7,0,10,,SSSC,
1,1,3,1.1.3,ABCO,5.6,230,6.8,0,15,,SSSC,
1,1,3,1.1.3,ABCO,5.7,315,7.5,0,30,,SSSC,
1,1,3,1.1.3,ABCO,5.8,101,7.1,0,5,,SSSC,
1,1,3,1.1.3,ABCO,6,89,33,0,40,,SSSC,
1,1,3,1.1.3,ABCO,6.1,171,15.8,0,40,,SSSC,
1,1,3,1.1.3,ABCO,6.2,114,22.1,0,45,,SSSC,
1,1,3,1.1.3,ABCO,6.2,315,3.9,0,20,,SSSC,
1,1,3,1.1.3,ABCO,6.3,315,18.3,0,20,,SSSC,
1,1,3,1.1.3,ABCO,6.5,340,25.2,0,35,,SSSC,
1,1,3,1.1.3,ABCO,7,168,11.5,0,40,,SSSC,
1,1,3,1.1.3,ABCO,7.1,64,24,0,45,,SSSC,
1,1,3,1.1.3,ABCO,7.3,326,31.5,0,35,,SSSC,
1,1,3,1.1.3,ABCO,7.5,96,12.5,0,20,,SSSC,
1,1,3,1.1.3,ABCO,7.5,245,3.3,0,5,,SSSC,
1,1,3,1.1.3,ABCO,7.6,349,53.3,0,45,,SSSC,
1,1,3,1.1.3,ABCO,7.8,308,5.9,0,35,,SSSC,
1,1,3,1.1.3,ABCO,8,242,16,0,40,,SSSC,
1,1,3,1.1.3,ABCO,8.3,195,35.8,0,45,,SSSC,
1,1,3,1.1.3,ABCO,8.6,25,29.3,0,70,,SSSC,
1,1,3,1.1.3,ABCO,8.7,65,10,0,25,,SSSC,
1,1,3,1.1.3,ABCO,8.7,93,3.9,0,5,,SSSC,
1,1,3,1.1.3,ABCO,8.7,217,32.4,0,55,,SSSC,
1,1,3,1.1.3,ABCO,8.9,30,3.7,0,40, ,SSSC,
1,1,3,1.1.3,ABCO,9.2,128,5.7,0,35,,SSSC,
1,1,3,1.1.3,ABCO,9.2,8,8.9,0,45,,SSSC,
1,1,3,1.1.3,ABCO,9.3,68,30.7,0,55,,SSSC,
1,1,3,1.1.3,ABCO,9.3,136,30.1,0,45,,SSSC,
1,1,3,1.1.3,ABCO,9.4,248,8.5,0,35,,SSSC,
1,1,3,1.1.3,ABCO,9.5,57,17.2,0,25,,SSSC,
1,1,3,1.1.3,ABCO,9.5,90,23.1,0,45,,SSSC,
1,1,3,1.1.3,ABCO,9.7,320,14.9,0,40,,SSSC,
1,1,3,1.1.3,ABCO,9.8,75,3.8,0,35,,SSSC,
1,1,3,1.1.3,ABCO,10,185,16.9,0,30,,SSSC,
1,1,3,1.1.3,ABCO,10,240,20.8,0,55,,SSSC,
1,1,3,1.1.3,ABCO,10.1,214,8.3,0,35,,SSSC,
1,1,3,1.1.3,ABCO,10.4,145,12.5,0,30,,SSSC,
1,1,3,1.1.3,ABCO,10.4,186,19.9,0,35,,SSSC,
1,1,3,1.1.3,ABCO,11,219,10.5,0,35,,SSSC,
1,1,3,1.1.3,ABCO,11.1,100,9.4,0,25,,SSSC,
1,1,3,1.1.3,ABCO,11.2,211,4.2,0,10,,SSSC,
1,1,3,1.1.3,ABCO,11.5,242,14.6,0,60,,SSSC,
1,1,3,1.1.3,ABCO,11.8,188,15.8,0,35,,SSSC,
1,1,3,1.1.3,ABCO,11.8,203,8.4,0,10,,SSSC,
1,1,3,1.1.3,ABCO,11.8,251,22.6,0,50,,SSSC,
1,1,3,1.1.3,ABCO,5,186,,23.1,,,SSSC,
1,1,3,1.1.3,ABCO,,,,2,,STUMP,U,
1,1,3,1.1.3,ABCO,,,,2.5,,STUMP,U,
1,1,3,1.1.3,ABCO,,,,3.1,,STUMP,U,
1,1,3,1.1.3,ABCO,,,,4.1,,STUMP,U,
1,1,3,1.1.3,ABCO,,,,4.6,,STUMP,U,
1,1,3,1.1.3,ABCO,,,,5,,STUMP,U,
1,1,3,1.1.3,ABCO,,,,5.2,,STUMP,U,
1,1,3,1.1.3,ABCO,10.5,188,,5.5,,4,U,
1,1,3,1.1.3,ABCO,7.8,315,,5.9,,3,U,
1,1,3,1.1.3,ABCO,,,,5.9,,STUMP,U,
1,1,3,1.1.3,ABCO,,,,6,,STUMP,U,
1,1,3,1.1.3,ABCO,,,,7.2,,STUMP,U,
1,1,3,1.1.3,ABCO,7.5,180,,8.5,,3,U,
1,1,3,1.1.3,ABCO,9.1,203,,9.5,,3,U,
1,1,3,1.1.3,ABCO,,,,10.3,,STUMP,U,
1,1,3,1.1.3,ABCO,9,188,,11.1,,4,U,
1,1,3,1.1.3,ABCO,10.7,225,,12.1,,3BT,U,
1,1,3,1.1.3,ABCO,7.5,247,,16.2,,3BT,U,
1,1,3,1.1.3,ABCO,7.3,105,,17.5,,3BT,U,
1,1,3,1.1.3,ABCO,4.9,238,,20.8,,6,U,
1,1,3,1.1.3,QUKE,2.2,110,18.4,0,10,,SSSC,
1,1,3,1.1.3,QUKE,2.3,151,19.7,0,20,,SSSC,
1,1,3,1.1.3,QUKE,2.4,90,12.6,0,30,,SSSC,
1,1,3,1.1.3,QUKE,2.5,63,16.6,0,15,,SSSC,
1,1,3,1.1.3,QUKE,3.1,292,19.7,0,25,,SSSC,
1,1,3,1.1.3,QUKE,3.5,273,13.2,0,5,,SSSC,
1,1,3,1.1.3,QUKE,3.7,137,25.6,0,30,,SSSC,
1,1,3,1.1.3,QUKE,4,43,15.5,0,15,,SSSC,
1,1,3,1.1.3,QUKE,4.2,87,12.8,0,2,,SSSC,
1,1,3,1.1.3,QUKE,4.4,195,15.8,0,10,,SSSC,
1,1,3,1.1.3,QUKE,4.5,86,13,0,7,,SSSC,
1,1,3,1.1.3,QUKE,5.2,70,16.6,0,5,,SSSC,
1,1,3,1.1.3,QUKE,5.2,85,17,0,30,,SSSC,
1,1,3,1.1.3,QUKE,5.2,153,17.3,0,15,,SSSC,
1,1,3,1.1.3,QUKE,5.3,131,29.3,0,30,,SSSC,
1,1,3,1.1.3,QUKE,5.4,104,19.1,0,20,,SSSC,
1,1,3,1.1.3,QUKE,5.5,112,8.2,0,30,,SSSC,
1,1,3,1.1.3,QUKE,5.6,63,16.5,0,12,,SSSC,
1,1,3,1.1.3,QUKE,5.8,48,21,0,25,,SSSC,
1,1,3,1.1.3,QUKE,6.1,284,22.2,0,5,,SSSC,
1,1,3,1.1.3,QUKE,6.2,84,19,0,20,,SSSC,
1,1,3,1.1.3,QUKE,6.3,48,14,0,10,,SSSC,
1,1,3,1.1.3,QUKE,6.5,286,17.7,0,3,,SSSC,
1,1,3,1.1.3,QUKE,7.1,70,13.3,0,5,,SSSC,
1,1,3,1.1.3,QUKE,8.2,269,14,0,10,,SSSC,
1,1,3,1.1.3,QUKE,8.3,271,18.5,0,15,,SSSC,
1,1,3,1.1.3,QUKE,8.6,105,13.9,0,15,,SSSC,
1,1,3,1.1.3,QUKE,9,184,52.1,0,40,,SSSC,
1,1,3,1.1.3,QUKE,9.4,250,25.5,0,30,,SSSC,
1,1,3,1.1.3,QUKE,9.7,95,18.1,0,20,,SSSC,
1,1,3,1.1.3,QUKE,9.7,228,21.3,0,30,,SSSC,
1,1,3,1.1.3,QUKE,9.8,105,16.2,0,15,,SSSC,
1,1,3,1.1.3,QUKE,10,195,39.2,0,25,,SSSC,
1,1,3,1.1.3,QUKE,10.2,258,33.1,0,30,,SSSC,
1,1,3,1.1.3,QUKE,10.3,241,17.7,0,15,,SSSC,
1,1,3,1.1.3,QUKE,10.4,234,13.6,0,15,,SSSC,
1,1,3,1.1.3,QUKE,10.6,48,12.5,0,15,,SSSC,
1,1,3,1.1.3,QUKE,10.9,243,15.3,0,15,,SSSC,
1,1,3,1.1.3,QUKE,11,241,26.5,0,40,,SSSC,
1,1,3,1.1.3,QUKE,11.3,48,15.2,0,10,,SSSC,
1,1,3,1.1.3,QUKE,11.3,53,14.5,0,15,,SSSC,
1,1,3,1.1.3,QUKE,11.4,241,18.2,0,10,,SSSC,
1,1,3,1.1.3,QUKE,11.4,248,26.6,0,20,,SSSC,
1,1,3,1.1.3,QUKE,11.7,83,13.2,0,4,,SSSC,
1,1,3,1.1.3,QUKE,11.7,250,22,0,25,,SSSC,
1,1,3,1.1.3,QUKE,6.9,306,,7.4,6,,SSSC,
1,1,3,1.1.3,QUKE,6.9,306,,14.2,,,SSSC,
1,1,3,1.1.3,QUKE,6.9,306,,16.1,,,SSSC,
1,1,3,1.1.3,QUKE,,,,6.5,,STUMP,U,
1,1,3,1.1.3,QUKE,,,,7.8,,STUMP,U,
1,1,3,1.1.3,QUKE,,,,8,,STUMP,U,
1,1,3,1.1.3,QUKE,6.2,85,,8.3,,5,U,
1,1,3,1.1.3,QUKE,,,,8.5,,STUMP,U,
1,1,3,1.1.3,QUKE,,,,9.4,,STUMP,U,
1,1,3,1.1.3,QUKE,3.5,63,,9.6,,5,U,
1,1,3,1.1.3,QUKE,,,,9.8,,STUMP,U,
1,1,3,1.1.3,QUKE,7.5,100,,9.9,,5,U,
1,1,3,1.1.3,QUKE,6.2,82,,10.3,,5,U,
1,1,3,1.1.3,QUKE,7.7,105,,10.3,,5,U,
1,1,3,1.1.3,QUKE,,,,10.3,,STUMP,U,
1,1,3,1.1.3,QUKE,5.8,133,,10.5,,5,U,
1,1,3,1.1.3,QUKE,10.5,240,,10.7,,5,U,
1,1,3,1.1.3,QUKE,8.2,175,,11,,5,U,
1,1,3,1.1.3,QUKE,,,,11,,STUMP,U,
1,1,3,1.1.3,QUKE,3.7,152,,11.5,,6,U,
1,1,3,1.1.3,QUKE,6.5,277,,12.6,,5,U,
1,1,3,1.1.3,QUKE,,,,13.1,,STUMP,U,
1,1,3,1.1.3,QUKE,8.6,115,,13.3,,5,U,
1,1,3,1.1.3,QUKE,3.9,150,,13.5,,5,U,
1,1,3,1.1.3,QUKE,10.8,240,,14.5,,5,U,
1,1,3,1.1.3,QUKE,5.4,59,,16.1,,5,U,
1,1,3,1.1.3,QUKE,11.5,242,,16.1,,4,U,
1,1,3,1.1.3,QUKE,5.4,48,,16.2,,4,U,
1,1,3,1.1.3,QUKE,9.4,248,,16.3,,5,U,
1,1,3,1.1.3,QUKE,11.1,62,,16.3,,5,U,
1,1,3,1.1.3,QUKE,,,,16.4,,STUMP,U,
1,1,3,1.1.3,QUKE,,,,16.4,,STUMP,U,
1,1,3,1.1.3,QUKE,2,63,,16.5,,4,U,
1,1,3,1.1.3,QUKE,11.2,228,,17.2,,4,U,
1,1,3,1.1.3,QUKE,6.3,54,,18.1,,4,U,
1,1,3,1.1.3,QUKE,5.5,110,,18.4,,5,U,
1,1,3,1.1.3,QUKE,7.1,207,,19.4,,4,U,
1,1,3,1.1.3,QUKE,,,,19.9,,STUMP,U,
1,1,3,1.1.3,QUKE,,,,22,,STUMP,U,
1,1,3,1.1.3,QUKE,10.9,255,,23,,4,U,
1,1,3,1.1.3,QUKE,3.6,230,,30.5,,6,U,
1,1,3,1.1.3,QUKE,,,,36.4,,STUMP,U,
1,1,3,1.1.3,QUKE,9.4,195,,48.8,,4,U,
1,1,4,1.1.4,ABCO,2.3,246,5.7,0,75,,SSSC,
1,1,4,1.1.4,ABCO,2.3,246,2.6,0,55,,SSSC,
1,1,4,1.1.4,ABCO,3.3,13,8.8,0,75,,SSSC,
1,1,4,1.1.4,ABCO,5.3,94,2.6,0,65,,SSSC,
1,1,4,1.1.4,ABCO,5.3,295,2.5,0,60,,SSSC,
1,1,4,1.1.4,ABCO,5.4,85,2.6,0,70,,SSSC,
1,1,4,1.1.4,ABCO,5.9,76,4.5,0,80,,SSSC,
1,1,4,1.1.4,ABCO,5.9,298,3.1,0,25,,SSSC,
1,1,4,1.1.4,ABCO,6.1,98,27.9,0,55,,SSSC,
1,1,4,1.1.4,ABCO,6.3,303,36.9,0,70,,SSSC,
1,1,4,1.1.4,ABCO,6.4,107,23.5,0,70,,SSSC,
1,1,4,1.1.4,ABCO,6.6,242,11.5,0,85,,SSSC,
1,1,4,1.1.4,ABCO,6.7,196,6,0,70,,SSSC,
1,1,4,1.1.4,ABCO,6.8,316,12.3,0,35,,SSSC,
1,1,4,1.1.4,ABCO,6.9,323,50.4,0,55,,SSSC,
1,1,4,1.1.4,ABCO,7.9,120,20.2,0,70,,SSSC,
1,1,4,1.1.4,ABCO,8,340,2.8,0,50,,SSSC,
1,1,4,1.1.4,ABCO,8,261,30.8,0,85,,SSSC,
1,1,4,1.1.4,ABCO,8.3,189,6.3,0,70,,SSSC,
1,1,4,1.1.4,ABCO,8.4,282,11,0,45,,SSSC,
1,1,4,1.1.4,ABCO,9,303,7.8,0,55,,SSSC,
1,1,4,1.1.4,ABCO,9.1,276,13.1,0,60,,SSSC,
1,1,4,1.1.4,ABCO,9.3,55,2.5,0,75,,SSSC,
1,1,4,1.1.4,ABCO,9.4,327,22.7,0,75,,SSSC,
1,1,4,1.1.4,ABCO,9.7,189,4.5,0,80,,SSSC,
1,1,4,1.1.4,ABCO,10.1,265,39,0,70,,SSSC,
1,1,4,1.1.4,ABCO,10.6,189,5.3,0,75,,SSSC,
1,1,4,1.1.4,ABCO,10.7,165,6,0,70,,SSSC,
1,1,4,1.1.4,ABCO,10.8,295,9.7,0,65,,SSSC,
1,1,4,1.1.4,ABCO,11.3,177,6.3,0,70,,SSSC,
1,1,4,1.1.4,ABCO,11.3,145,2.6,0,95,,SSSC,
1,1,4,1.1.4,CADE,4.2,360,18.5,0,85,,SSSC,
1,1,4,1.1.4,CADE,5.1,337,14.7,0,45,,SSSC,
1,1,4,1.1.4,CADE,5.3,351,9.1,0,75,,SSSC,
1,1,4,1.1.4,CADE,5.7,212,5.5,0,75,,SSSC,
1,1,4,1.1.4,CADE,6,316,6.4,0,65,,SSSC,
1,1,4,1.1.4,CADE,6.8,351,18.5,0,90,,SSSC,
1,1,4,1.1.4,CADE,6.9,310,2.9,0,35,,SSSC,
1,1,4,1.1.4,CADE,8.1,120,4,0,30,,SSSC,
1,1,4,1.1.4,CADE,8.2,318,2.9,0,65,,SSSC,
1,1,4,1.1.4,CADE,9,150,9.8,0,80,,SSSC,
1,1,4,1.1.4,CADE,9.3,120,33.9,0,75,,SSSC,
1,1,4,1.1.4,CADE,9.3,147,2.8,0,80,,SSSC,
1,1,4,1.1.4,CADE,11.1,127,3.8,0,75,,SSSC,
1,1,4,1.1.4,CADE,11.1,163,6.7,0,75,,SSSC,
1,1,4,1.1.4,PILA,10.5,127,,18.5,,3,U,
1,1,4,1.1.4,PIPO,4.9,4,5.5,0,20,,SSSC,
1,1,4,1.1.4,PIPO,5.1,342,3.7,0,20,,SSSC,
1,1,4,1.1.4,PIPO,6.8,242,33.8,0,65,,SSSC,
1,1,4,1.1.4,PIPO,7.6,63,22.7,0,25,,SSSC,
1,1,4,1.1.4,PIPO,8.4,307,12.8,0,50,,SSSC,
1,1,4,1.1.4,PIPO,8.5,97,9,0,20,,SSSC,
1,1,4,1.1.4,PIPO,9.1,269,12.2,0,10,,SSSC,
1,1,4,1.1.4,PIPO,9.6,242,26,0,55,,SSSC,
1,1,4,1.1.4,PIPO,10,103,21,0,30,,SSSC,
1,1,4,1.1.4,PIPO,5.7,360,,16.7,,3,U,
1,1,4,1.1.4,QUKE,2.8,89,15.2,0,30,,SSSC,
1,1,4,1.1.4,QUKE,2.8,108,16.3,0,30,,SSSC,
1,1,4,1.1.4,QUKE,3,102,11.4,0,25,,SSSC,
1,1,4,1.1.4,QUKE,3.2,102,9.2,0,20,,SSSC,
1,1,4,1.1.4,QUKE,3.4,89,16.3,0,25,,SSSC,
1,1,4,1.1.4,QUKE,3.4,82,19.4,0,25,,SSSC,
1,1,4,1.1.4,QUKE,3.5,88,13.7,0,,,SSSC,
1,1,4,1.1.4,QUKE,3.7,92,8.2,0,5,,SSSC,
1,1,4,1.1.4,QUKE,4,110,14.3,0,15,,SSSC,
1,1,4,1.1.4,QUKE,4.3,112,18,0,15,,SSSC,
1,1,4,1.1.4,QUKE,4.6,80,20,0,25,,SSSC,
1,1,4,1.1.4,QUKE,5.2,115,17.9,0,10,,SSSC,
1,1,4,1.1.4,QUKE,5.8,98,23.7,0,30,,SSSC,
1,1,4,1.1.4,QUKE,5.8,109,21,0,25,,SSSC,
