Storrie Severity,Chips Severity,plot num,plot,Spp,dist,azim,dbh,snag_stump  diam,per live crown,snag class,fire hist,live emer ht
4,2,5,4.2.5,QUKE,9.1,121,,0,,,KSKC,
4,2,5,4.2.5,QUKE,9.5,42,,0,,,KSKC,
4,2,5,4.2.5,QUKE,9.8,67,,0,,,KSKC,
4,2,5,4.2.5,QUKE,10.4,306,,0,,,KSKC,
4,2,5,4.2.5,QUKE,10.6,280,,0,,,KSKC,
4,2,5,4.2.5,QUKE,11.5,146,,0,,,KSKC,
4,2,5,4.2.5,QUKE,3.8,306,,0,,,KSSC,
4,2,5,4.2.5,QUKE,8.8,207,,0,,,KSSC,
4,2,6,4.2.6,ABCO,,,,8.5,,STUMP,KS,
4,2,6,4.2.6,ABCO,,,,24,,STUMP,KS,
4,2,6,4.2.6,ABCO,,,,35.3,,STUMP,KS,
4,2,6,4.2.6,ABCO,,,,36,,STUMP,KS,
4,2,6,4.2.6,CADE,,,,4,,STUMP,KC,
4,2,6,4.2.6,CADE,,,,31,,STUMP,U,3
4,2,6,4.2.6,PILA,,,,86,,STUMP,KS,
4,2,6,4.2.6,PILA,11,70,4.9,0,85,,SC,
4,2,6,4.2.6,PIPO,,,,4,,STUMP,KC,
4,2,6,4.2.6,PIPO,7.4,32,,6.6,,4,KC,
4,2,6,4.2.6,PIPO,,,,22,,STUMP,KS,1.1
4,2,6,4.2.6,PIPO,,,,22,,STUMP,KS,
4,2,6,4.2.6,PIPO,6.9,105,14.6,0,80,,SC,2.4
4,2,6,4.2.6,PIPO,3.8,70,14.9,0,75,,SC,
4,2,6,4.2.6,PIPO,6,58,4.8,0,50,,SC,
4,2,6,4.2.6,PIPO,7.9,246,6.1,0,75,,SC,
4,2,6,4.2.6,PIPO,9.3,45,10.6,0,85, ,SC,
4,2,6,4.2.6,PIPO,11.4,116,10.8,0,75,,SC,
4,2,6,4.2.6,PSME,,,,189,,STUMP,U,1.7
4,2,6,4.2.6,QUKE,5,240,,0,,,CP,
4,2,6,4.2.6,QUKE,,,,30,,STUMP,KS,
4,2,6,4.2.6,QUKE,7.9,216,,32,,5,KS,
4,2,6,4.2.6,QUKE,,,,38,,STUMP,KS,
4,2,6,4.2.6,QUKE,,,,38.4,,STUMP,KS,
4,2,6,4.2.6,QUKE,3.3,286,,0,,,KSKC,
4,2,6,4.2.6,QUKE,7.9,216,,0,,,KSSC,
4,2,6,4.2.6,QUKE,11.2,164,,0,,,KSSC,
4,3,1,4.3.1,PILA,,,,69,,STUMP,KS,
4,3,1,4.3.1,PILA,8.3,324,,115,,7,KS,
4,3,1,4.3.1,QUKE,3.6,272,,0,,,KSKC,
4,3,1,4.3.1,QUKE,4.1,118,,0,,,KSKC,
4,3,1,4.3.1,QUKE,5,184,,0,,,KSKC,
4,3,1,4.3.1,QUKE,5.3,58,,0,, ,KSKC,
4,3,1,4.3.1,QUKE,7,160,,0,,,KSKC,
4,3,1,4.3.1,QUKE,7.2,209,,0,,,KSKC,
4,3,1,4.3.1,QUKE,7.6,104,,0,,,KSKC,
4,3,1,4.3.1,QUKE,10.6,25,,0,,,KSKC,
4,3,2,4.3.2,ABCO,,,,4,,STUMP,KC,
4,3,2,4.3.2,ABCO,,,,4.4,,STUMP,KC,
4,3,2,4.3.2,ABCO,,,,4.5,,STUMP,KC,
4,3,2,4.3.2,ABCO,,,,4.8,,STUMP,KC,
4,3,2,4.3.2,ABCO,,,,5,,STUMP,KC,
4,3,2,4.3.2,ABCO,,,,5.5,,STUMP,KC,
4,3,2,4.3.2,ABCO,,,,6.5,,STUMP,KC,
4,3,2,4.3.2,ABCO,,,,7.4,,STUMP,KC,
4,3,2,4.3.2,ABCO,,,,9,,STUMP,KC,2.1
4,3,2,4.3.2,ABCO,,,,131,,STUMP,KS,
4,3,2,4.3.2,PILA,,,,38,,STUMP,KS,
4,3,2,4.3.2,PILA,5.1,95,,135,,6,KS,
4,3,2,4.3.2,PILA,9.9,206,,165,,5,KS,
4,3,2,4.3.2,PILA,11.6,159,,168,,5,KS,
4,3,2,4.3.2,PILA,6.6,180,,174,,5,KS,
4,3,2,4.3.2,PIPO,5.7,157,,150,,7,KS,
4,3,2,4.3.2,PIPO,,,,11,,STUMP,SSKC,
4,3,2,4.3.2,QUKE,7.6,51,,0,, ,KSKC,
4,3,2,4.3.2,QUKE,8.8,193,,0,,,KSKC,
4,3,2,4.3.2,QUKE,4.7,308,,0,,,SSSC,
4,3,3,4.3.3,QUKE,1.7,26,,16.7,,5,KS,
4,3,3,4.3.3,QUKE,5.6,150,,17,,5,KS,1.7
4,3,3,4.3.3,QUKE,4.9,140,,18,,5,KS,
4,3,3,4.3.3,QUKE,,,,18,,STUMP,KS,
4,3,3,4.3.3,QUKE,5.7,134,,18.5,,5,KS,
4,3,3,4.3.3,QUKE,,,,19.4,,STUMP,KS,
4,3,3,4.3.3,QUKE,5.2,110,,19.8,,5,KS,
4,3,3,4.3.3,QUKE,,,,27.5,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,28.1,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,29.8,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,30,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,32.4,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,32.7,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,33.9,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,35.54,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,36,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,38.3,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,42.5,,STUMP,KS,
4,3,3,4.3.3,QUKE,,,,49.3,,STUMP,KS,
4,3,3,4.3.3,QUKE,1,218,,0,,,KSKC,
4,3,3,4.3.3,QUKE,1.1,329,,0,,,KSKC,
4,3,3,4.3.3,QUKE,1.7,218,,0,,,KSKC,
4,3,3,4.3.3,QUKE,1.7,26,,0,,,KSKC,
4,3,3,4.3.3,QUKE,2,228,,0,,,KSKC,
4,3,3,4.3.3,QUKE,2.3,5,,0,,,KSKC,
4,3,3,4.3.3,QUKE,2.4,218,,0,,,KSKC,
4,3,3,4.3.3,QUKE,2.4,329,,0,,,KSKC,
4,3,3,4.3.3,QUKE,3,5,,0,,,KSKC,
4,3,3,4.3.3,QUKE,3.2,98,,0,,,KSKC,
4,3,3,4.3.3,QUKE,4.1,83,,0,,,KSKC,
4,3,3,4.3.3,QUKE,4.3,253,,0,,,KSKC,
4,3,3,4.3.3,QUKE,4.9,140,,0,,,KSKC,
4,3,3,4.3.3,QUKE,5.2,110,,0,,,KSKC,
4,3,3,4.3.3,QUKE,5.4,78,,0,,,KSKC,
4,3,3,4.3.3,QUKE,,,,44,,STUMP,U,
4,3,3,4.3.3,QUKE,,,,58,,STUMP,U,
4,3,3,4.3.3,QUKE,,,,62,,STUMP,U,
4,3,3,4.3.3,QUKE,,,,102.4,,STUMP,U,
4,3,4,4.3.4,CADE,3.7,247,,41.8,,6,KS,
4,3,4,4.3.4,PSME,11.4,307,,142.5,,4,KS,
4,3,4,4.3.4,QUKE,,,,21.6,,STUMP,KS,
4,3,4,4.3.4,QUKE,11.1,90,,27.3,,5,KS,
4,3,4,4.3.4,QUKE,5.6,305,,32,,5,KS,
4,3,4,4.3.4,QUKE,,,,33.5,,STUMP,KS,
4,3,4,4.3.4,QUKE,5.6,305,,0,,,KSKC,
4,3,4,4.3.4,QUKE,6.5,308,,0,,,KSKC,
4,3,4,4.3.4,QUKE,7.9,305,,0,,,KSKC,
4,3,4,4.3.4,QUKE,10.5,323,,0,,,KSKC,
4,3,4,4.3.4,QUKE,10.7,330,,0,,,KSKC,
4,3,4,4.3.4,QUKE,11.1,325,,0,,,KSKC,
4,3,4,4.3.4,QUKE,11.1,41,,0,,,KSKC,
4,3,4,4.3.4,QUKE,11.1,90,,0,,,KSKC,
4,3,4,4.3.4,QUKE,11.3,320,,0,,,KSKC,
4,3,4,4.3.4,QUKE,11.5,43,,0,,,KSKC,
4,3,4,4.3.4,QUKE,,,,46.1,,STUMP,U,
4,3,4,4.3.4,QUKE,,,,57.1,,STUMP,U,
4,3,4,4.3.4,QUKE,,,,60.4,,STUMP,U,
4,3,4,4.3.4,QUKE,,,,80.9,,STUMP,U,
4,3,5,4.3.5,CADE,2.3,249,,42.4,,7,KS,
4,3,5,4.3.5,PILA,,,,24.6,,STUMP,KS,
4,3,5,4.3.5,PILA,,,,27.8,,STUMP,KS,
4,3,5,4.3.5,PILA,0.9,216,,41.8,,7,KS,
4,3,5,4.3.5,PILA,,,,44.5,,STUMP,KS,
4,3,5,4.3.5,PILA,10.7,47,,53.1,,6,KS,
4,3,5,4.3.5,PILA,,,,61.1,,STUMP,KS,
4,3,5,4.3.5,PILA,,,,73.2,,STUMP,KS,
4,3,5,4.3.5,PILA,1.7,165,,91.3,,6,KS,
4,3,5,4.3.5,PIPO,6.4,339,,54.9,,6,KS,
4,3,5,4.3.5,PIPO,,,,59.7,,STUMP,KS,
4,3,5,4.3.5,PIPO,,,,155,,STUMP,U,
4,3,5,4.3.5,QUKE,2,278,,0,,,KSKC,
4,3,6,4.3.6,ABCO,,,,14,,STUMP,KS,
4,3,6,4.3.6,ABCO,,,,29,,STUMP,KS,
4,3,6,4.3.6,ABCO,,,,32,,STUMP,KS,
4,3,6,4.3.6,ABCO,,,,51,,STUMP,KS,
4,3,6,4.3.6,ABCO,9.3,182,,37.8,,,SSSC,
4,3,6,4.3.6,QUKE,9.9,282,,12.6,,5,KS,
4,3,6,4.3.6,QUKE,,,,13,,STUMP,KS,
4,3,6,4.3.6,QUKE,,,,14,,STUMP,KS,
4,3,6,4.3.6,QUKE,4.7,313,,15.9,,5,KS,
4,3,6,4.3.6,QUKE,,,,18,,STUMP,KS,
4,3,6,4.3.6,QUKE,,,,19,,STUMP,KS,
4,3,6,4.3.6,QUKE,,,,21,,STUMP,KS,
4,3,6,4.3.6,QUKE,,,,22,,STUMP,KS,
4,3,6,4.3.6,QUKE,,,,22,,STUMP,KS,
4,3,6,4.3.6,QUKE,,,,25,,STUMP,KS,
4,3,6,4.3.6,QUKE,,,,26,,STUMP,KS,
4,3,6,4.3.6,QUKE,,,,26,,STUMP,KS,
4,3,6,4.3.6,QUKE,,,,38,,STUMP,KS,
4,3,6,4.3.6,QUKE,2.5,357,,0,,,KSKC,
4,3,6,4.3.6,QUKE,4.7,313,,0,,,KSKC,
4,3,6,4.3.6,QUKE,4.7,136,,0,,,KSKC,
4,3,6,4.3.6,QUKE,6.2,337,,0,,,KSKC,
4,3,6,4.3.6,QUKE,7.2,327,,0,,,KSKC,
4,3,6,4.3.6,QUKE,7.2,41,,0,,,KSKC,
4,3,6,4.3.6,QUKE,8.1,311,,0,,,KSKC,
4,3,6,4.3.6,QUKE,8.4,16,,0,,,KSKC,
4,3,6,4.3.6,QUKE,8.5,53,,0,,,KSKC,
4,3,6,4.3.6,QUKE,8.6,337,,0,,,KSKC,
4,3,6,4.3.6,QUKE,9.5,275,,0,, ,KSKC,
4,3,6,4.3.6,QUKE,9.9,241,,0,,,KSKC,
4,3,6,4.3.6,QUKE,9.9,282,,0,,,KSKC,
4,4,1,4.4.1,PILA,3.3,92,,35,,6,KS,
4,4,1,4.4.1,PILA,7.6,276,,95,0,4BT,KS,
4,4,1,4.4.1,PILA,7.4,267,,115,0,4BT,KS,
4,4,1,4.4.1,PILA,2.4,86,,145,,6,KS,
4,4,1,4.4.1,PSME,,,,30,,STUMP,KS,
4,4,1,4.4.1,PSME,,,,55,,STUMP,KS,
4,4,1,4.4.1,QUKE,,,,6.5,,STUMP,KC,
4,4,1,4.4.1,QUKE,,,,7.8,,STUMP,KC,
4,4,1,4.4.1,QUKE,,,,9,,STUMP,KC,
4,4,1,4.4.1,QUKE,8.5,235,,0,,,KSKC,
4,4,1,4.4.1,QUKE,11,122,,0,,,KSKC,
4,4,1,4.4.1,QUKE,14.2,234,,0,,,KSKC,
4,4,1,4.4.1,QUKE,16.6,155,,0,,,KSKC,
4,4,2,4.4.2,PILA,,,,26.5,,STUMP,KS,
4,4,2,4.4.2,PILA,,,,40,,STUMP,KS,
4,4,2,4.4.2,PILA,,,,45,,STUMP,KS,
4,4,2,4.4.2,PILA,,,,56,,STUMP,KS,
4,4,2,4.4.2,PILA,6.2,108,,64.5,,7,KS,
4,4,2,4.4.2,PILA,8,190,,65,,7,KS,
4,4,2,4.4.2,PILA,,,,65,,STUMP,KS,
4,4,2,4.4.2,PILA,6.7,250,,93.9,,5,KS,
4,4,2,4.4.2,PILA,3,42,,101.5,,4,KS,
4,4,2,4.4.2,PILA,8.5,286,,111.5,,6,KS,
4,4,2,4.4.2,PILA,4,245,,118,,7,KS,
4,4,2,4.4.2,QUKE,,,,22.9,,STUMP,KS,
4,4,2,4.4.2,QUKE,9.3,55,,0,, ,KSKC,
4,4,2,4.4.2,QUKE,9.6,243,,0,,,KSKC,
4,4,3,4.4.3,PILA,,,,25,,STUMP,KS,
4,4,3,4.4.3,PILA,,,,35,,STUMP,KS,
4,4,3,4.4.3,PILA,11.9,5,,55,,7,KS,
4,4,3,4.4.3,PILA,,,,164,,STUMP,KS,
4,4,3,4.4.3,PILA,,,,28,,STUMP,SSKC,
4,4,3,4.4.3,QUKE,9.6,32,,30.9,,,KC,
4,4,3,4.4.3,QUKE,2.9,210,,14.3,,6,KS,
4,4,3,4.4.3,QUKE,8,225,,16.2,,5,KS,
4,4,3,4.4.3,QUKE,4.3,270,,17.5,,5,KS,
4,4,3,4.4.3,QUKE,7.5,225,,19.5,,7,KS,
4,4,3,4.4.3,QUKE,7.3,75,,35,,,KS,
4,4,3,4.4.3,QUKE,7.9,80,,37,,,KS,
4,4,3,4.4.3,QUKE,7.1,85,,39,,,KS,
4,4,3,4.4.3,QUKE,7.3,147,,39,,7,KS,
4,4,3,4.4.3,QUKE,2.9,210,5,0,50,,KSKC,
4,4,3,4.4.3,QUKE,3.1,45,,0,,,KSKC,
4,4,3,4.4.3,QUKE,5,15,,0,, ,KSKC,
4,4,3,4.4.3,QUKE,5.4,140,,0,,,KSKC,
4,4,3,4.4.3,QUKE,6.6,237,,0,,,KSKC,
4,4,3,4.4.3,QUKE,7.3,69,,0,,,KSKC,
4,4,3,4.4.3,QUKE,7.9,178,,0,,,KSKC,
4,4,3,4.4.3,QUKE,8.1,152,,0,,,KSKC,
4,4,3,4.4.3,QUKE,8.3,210,,0,,,KSKC,
4,4,3,4.4.3,QUKE,9.6,32,,0,,,KSKC,
4,4,3,4.4.3,QUKE,9.7,163,,0,,,KSKC,
4,4,3,4.4.3,QUKE,2.9,210,5.2,0,30,,KSSC,
4,4,3,4.4.3,QUKE,2.9,210,4.5,0,25,,KSSC,
4,4,3,4.4.3,QUKE,3.3,282,,0,,,SSSC,
4,4,3,4.4.3,QUKE,3.4,315,,0,,,SSSC,
4,4,3,4.4.3,QUKE,5.1,267,,0,,,SSSC,
4,4,3,4.4.3,QUKE,5.2,273,,0,,,SSSC,
4,4,3,4.4.3,QUKE,5.2,276,,0,,,SSSC,
4,4,3,4.4.3,QUKE,7.3,325,,0,,,SSSC,
4,4,4,4.4.4,ABCO,,,,2.9,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,3.7,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,3.8,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,4,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,4.2,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,4.3,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,4.9,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,4.9,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,4.9,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,5,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,5,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,5.9,,STUMP,SSKC,
4,4,4,4.4.4,ABCO,,,,6,,STUMP,SSKC,
4,4,4,4.4.4,PILA,,,,46,,STUMP,KS,
4,4,4,4.4.4,PILA,,,,49,,STUMP,KS,
4,4,4,4.4.4,PILA,5,173,,54,,,KS,
4,4,4,4.4.4,PILA,,,,97,,STUMP,KS,
4,4,4,4.4.4,PILA,,,,118,,STUMP,U,
4,4,4,4.4.4,QUKE,2.4,46,,0,,,KSKC,
4,4,4,4.4.4,QUKE,3,277,,0,,,KSKC,
4,4,4,4.4.4,QUKE,3.3,345,,0,,,KSKC,
4,4,4,4.4.4,QUKE,4.4,33,,0,,,KSKC,
4,4,4,4.4.4,QUKE,4.4,71,,0,,,KSKC,
4,4,4,4.4.4,QUKE,4.5,52,,0,,,KSKC,
4,4,4,4.4.4,QUKE,5.6,259,,0,,,KSKC,
4,4,4,4.4.4,QUKE,6.6,146,,0,,,KSKC,
4,4,4,4.4.4,QUKE,7.7,325,,0,,,KSKC,
4,4,4,4.4.4,QUKE,10.7,86,,0,,,KSKC,
4,4,5,4.4.5,ABCO,,,,20,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,23,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,28,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,32,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,34,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,34,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,36,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,38,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,39,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,39,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,40,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,43,,STUMP,KS,
4,4,5,4.4.5,ABCO,10.4,118,,48,,6,KS,
4,4,5,4.4.5,ABCO,,,,48,,STUMP,KS,
4,4,5,4.4.5,ABCO,1.5,344,,49,,6,KS,
4,4,5,4.4.5,ABCO,,,,53,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,67,,STUMP,KS,
4,4,5,4.4.5,ABCO,,,,68,,STUMP,KS,
4,4,5,4.4.5,ABCO,2.4,204,,86,,6,KS,
4,4,5,4.4.5,ABCO,6.2,308,,89,,6,KS,
4,4,5,4.4.5,ABCO,11.2,14,,94,,6,KS,
4,4,5,4.4.5,PIPO,7.2,219,,235,,6,KS,
4,4,5,4.4.5,PSME,,,,96,,STUMP,KS,
4,4,5,4.4.5,PSME,,,,109,,STUMP,KS,
4,4,5,4.4.5,QUKE,,,,15.3,,STUMP,KS,
4,4,5,4.4.5,QUKE,5.3,51,,0,,,KSKC,
4,4,5,4.4.5,QUKE,9.6,152,,0,,,KSKC,
4,4,5,4.4.5,QUKE,9.9,239,,0,,,KSKC,
4,4,6,4.4.6,ABCO,,,,2,,STUMP,KC,
4,4,6,4.4.6,ABCO,,,,2.5,,STUMP,KC,2
4,4,6,4.4.6,ABCO,,,,32,,STUMP,KS,
4,4,6,4.4.6,ABCO,,,,41,,STUMP,KS,
4,4,6,4.4.6,ABCO,,,,85,,STUMP,KS,
4,4,6,4.4.6,ABCO,,,,22,,STUMP,SSKC,
4,4,6,4.4.6,PIPO,,,,2.8,,STUMP,KC,
4,4,6,4.4.6,PIPO,,,,5,,STUMP,KC,
4,4,6,4.4.6,PIPO,,,,6.5,,STUMP,KC,
4,4,6,4.4.6,PIPO,11.7,76,,9.7,,4,PLSKC,
4,4,6,4.4.6,PIPO,9.4,88,,10,,4,PLSKC,
4,4,6,4.4.6,PIPO,,,,16,,STUMP,SSKC,
4,4,6,4.4.6,QUKE,,,,28,,STUMP,KS,
4,4,6,4.4.6,QUKE,,,,37,,STUMP,KS,
4,4,6,4.4.6,QUKE,5.8,233,,0,, ,KSKC,
4,4,6,4.4.6,QUKE,8,252,,0,,,KSKC,
4,4,6,4.4.6,QUKE,8.3,203,,0,,,KSKC,
